genre,cluster,Label 1,Label 2,Label 3,,
polish pop,g6,pop,,,,
polynesian pop,g6,pop,,,,
pop,g6,pop,,,,
pop ambient,g6,pop,ambient,,,
pop catracho,g6,pop,,,,
pop chileno,g6,pop,,,,
pop costarricense,g6,pop,,,,
pop dance,g6,pop,dance,,,
pop edm,g6,pop,edm,,,
pop electronico,g6,pop,electronic,,,
pop emo,g6,pop,,,,
pop flamenco,g6,pop,,,,
pop folk,g6,pop,folk,,,
pop house,g6,pop,,,,
pop lgbtq+ brasileira,g6,pop,,,,
pop nacional,g6,pop,,,,
pop paraguayo,g6,pop,,,,
pop punk,g6,pop,punk,,,
pop r&b,g6,pop,r&b,,,
pop reggaeton,g6,pop,reggae,,,
pop soul,g6,pop,soul,,,
pop teen brasileiro,g6,pop,,,,
pop urbaine,g6,pop,,,,
pop venezolano,g6,pop,,,,
pop virale italiano,g6,pop,,,,
portuguese pop,g6,pop,,,,
post-disco,g5,pop,,,,
post-teen pop,g6,pop,,,,
power pop,g7,pop,,,pop,
power-pop punk,g6,pop,punk,,,
psychedelic pop,g6,pop,,,,
puerto rican pop,g6,pop,,,,
punjabi pop,g6,pop,,,,
rajasthani pop,g6,pop,,,,
reunion pop,g6,pop,,,,
romanian pop,g6,pop,,,,
russian alt pop,g6,pop,,,,
russian dance pop,g6,pop,dance,,,
russian pop,g6,pop,,,,
russian pop punk,g6,pop,punk,,,
scandipop,g6,pop,,,,
schlager,g6,pop,,,,
sertanejo pop,g6,pop,,,,
shimmer pop,g7,pop,,,pop,
shiver pop,g6,pop,,,,
singaporean mandopop,g6,pop,,,,
singaporean pop,g6,pop,,,,
slovak pop,g6,pop,,,,
slovenian pop,g6,pop,,,,
socal pop punk,g6,pop,punk,,,
social media pop,g6,pop,,,,
soda pop,g6,pop,,,,
sophisti-pop,g7,pop,,,pop,
south african pop,g6,pop,,,,
south african pop dance,g6,pop,dance,,,
space age pop,g6,pop,,,,
spanish indie pop,g6,pop,indie,,,
spanish noise pop,g6,pop,,,,
spanish pop,g6,pop,,,,
stomp pop,g6,pop,,,,
sudanese pop,g6,pop,,,,
sunshine pop,g6,pop,,,,
surinamese pop,g6,pop,,,,
swamp pop,g6,pop,,,,
swedish electropop,g7,pop,,,,
swedish folk pop,g6,pop,,,,
swedish idol pop,g6,pop,,,,
swedish indie pop,g6,pop,indie,,,
swedish pop,g6,pop,,,,
swedish trap pop,g6,pop,,,,
swiss pop,g6,pop,,,,
syrian pop,g6,pop,,,,
taiwan pop,g6,pop,,,,
tamil pop,g6,pop,,,,
tatar pop,g6,pop,,,,
teen pop,g6,pop,,,,
texas pop punk,g6,pop,punk,,,
thai folk pop,g6,pop,folk,,,
thai indie pop,g6,pop,indie,,,
thai pop,g6,pop,,,,
transpop,g6,pop,,,,
tunisian pop,g6,pop,,,,
turkish alt pop,g6,pop,,,,
turkish pop,g6,pop,,,,
turkish trap pop,g6,pop,,,,
twee pop,g6,pop,,,,
ugandan pop,g6,pop,,,,
uk alternative pop,g6,pop,alternative,,,
uk pop,g6,pop,,,,
uk pop punk,g6,pop,punk,,,
ukrainian pop,g6,pop,,,,
underground power pop,g6,pop,,,,
uzbek pop,g6,pop,,,,
v-pop,g6,pop,,,,
vapor pop,g6,pop,,,,
vietnamese pop,g6,pop,,,,
vintage chinese pop,g6,pop,,,,
vintage dutch pop,g6,pop,,,,
vintage italian pop,g6,pop,,,,
vintage schlager,g6,pop,,,,
vintage spanish pop,g6,pop,,,,
vintage swedish pop,g6,pop,,,,
viral pop,g6,pop,,,,
viral pop brasileiro,g6,pop,,,,
volkspop,g6,pop,,,,
early synthpop,g6,pop,synthpop,rock,,
french synthpop,g7,pop,synthpop,rock,,
neo-synthpop,g7,pop,synthpop,rock,,
polish synthpop,g6,pop,synthpop,rock,,
soviet synthpop,g6,pop,synthpop,rock,,
spanish synthpop,g6,pop,synthpop,rock,,
swedish synthpop,g7,pop,synthpop,rock,,
synthpop,g7,pop,synthpop,rock,,
acoustic punk,g6,rock,punk,,,
anarcho-punk,g6,rock,punk,,,
argentine punk,g6,rock,punk,,,
arizona punk,g6,rock,punk,,,
art punk,g7,rock,punk,,,punk
atlanta punk,g6,rock,punk,,,
australian garage punk,g6,rock,punk,,,
australian post-punk,g6,rock,punk,,,
black punk,g6,rock,punk,,,
boston punk,g6,rock,punk,,,
canadian punk,g6,rock,punk,,,
celtic punk,g6,rock,punk,,,
chicago punk,g6,rock,punk,,,
chicano punk,g6,rock,punk,,,
christian punk,g6,rock,punk,,,
cowpunk,g6,rock,punk,,,
crust punk,g6,rock,punk,,,
czech punk,g6,rock,punk,,,
dance-punk,g7,rock,punk,dance,dance,punk
danish post-punk,g6,rock,punk,,,
danish punk,g6,rock,punk,,,
danspunk,g6,rock,punk,,,
dark post-punk,g6,rock,punk,,,
deep gothic post-punk,g6,rock,punk,,,
early us punk,g6,rock,punk,,,
emo punk,g6,rock,punk,,,
fast melodic punk,g6,rock,punk,,,
finnish punk,g6,rock,punk,,,
garage punk,g7,rock,punk,,,punk
german punk,g6,rock,punk,,,
glam punk,g6,rock,punk,,,
gothic post-punk,g6,rock,punk,,,
gypsy punk,g6,rock,punk,,,
hardcore punk,g6,rock,punk,,,
horror punk,g6,rock,punk,,,
indonesian punk,g6,rock,punk,,,
j-punk,g6,rock,punk,,,
japanese girl punk,g6,rock,punk,,,
kentucky punk,g6,rock,punk,,,
minneapolis punk,g6,rock,punk,,,
modern ska punk,g6,rock,punk,,,
new jersey punk,g6,rock,punk,,,
noise punk,g6,rock,punk,,,
northern irish punk,g6,rock,punk,,,
nz punk,g6,rock,punk,,,
polish post-punk,g6,rock,punk,,,
portland punk,g7,rock,punk,,,punk
post-punk,g7,rock,punk,,,punk
post-punk argentina,g6,rock,punk,,,
protopunk,g7,rock,punk,,,punk
psychedelic punk,g6,rock,punk,,,
punk,g6,rock,punk,,,
punk tuga,g6,rock,punk,,,
russian post-punk,g6,rock,punk,,,
russian punk,g6,rock,punk,,,
ska punk,g6,rock,punk,,,
skate punk,g6,rock,punk,,,
steampunk,g6,rock,punk,,,
street punk,g6,rock,punk,,,
surf punk,g6,rock,punk,,,
swedish punk,g6,rock,punk,,,
synth punk,g7,rock,punk,,,punk
taiwan punk,g6,rock,punk,,,
texas punk,g6,rock,punk,,,
turkish punk,g6,rock,punk,,,
uk post-punk,g7,rock,punk,,,punk
vancouver punk,g6,rock,punk,,,
virginia punk,g6,rock,punk,,,
afro r&b,g6,r&b,,,,
alternative r&b,g6,r&b,,,,
australian r&b,g6,r&b,,,,
boogie,g6,r&b,,,,
boogie-woogie,g7,r&b,,,,
brazilian boogie,g6,r&b,,,,
canadian contemporary r&b,g6,r&b,,,,
chill r&b,g6,r&b,,,,
chinese r&b,g6,r&b,,,,
country boogie,g6,r&b,country,,,
doo-wop,g6,r&b,,,,
dutch r&b,g6,r&b,,,,
german r&b,g6,r&b,,,,
gospel r&b,g6,r&b,,,,
indie r&b,g6,r&b,indie,,,
indonesian r&b,g6,r&b,,,,
japanese r&b,g6,r&b,,,,
korean r&b,g6,r&b,,,,
neo r&b,g6,r&b,,,,
new jack swing,g5,r&b,,,,
pinoy r&b,g6,r&b,,,,
r&b,g5,r&b,,,,
r&b argentino,g6,r&b,,,,
r&b brasileiro,g6,r&b,,,,
r&b en espanol,g6,r&b,,,,
r&b italiano,g6,r&b,,,,
scandinavian r&b,g6,r&b,,,,
uk contemporary r&b,g6,r&b,,,,
alabama rap,g6,hip hop,rap,,,
antilliaanse rap,g6,hip hop,rap,,,
azeri rap,g6,hip hop,rap,,,
baton rouge rap,g6,hip hop,rap,,,
battle rap,g6,hip hop,rap,,,
bayerischer rap,g6,hip hop,rap,,,
bisaya rap,g6,hip hop,rap,,,
cali rap,g6,hip hop,rap,,,
chicago rap,g6,hip hop,rap,,,
chicano rap,g6,hip hop,rap,,,
christlicher rap,g6,hip hop,rap,,,
comedy rap,g6,hip hop,rap,,,
dark trap,g6,hip hop,rap,,,
dfw rap,g6,hip hop,rap,,,
dirty south rap,g6,hip hop,rap,,,
dirty texas rap,g6,hip hop,rap,,,
dmv rap,g6,hip hop,rap,,,
emo rap,g6,hip hop,rap,,,
emo rap italiano,g6,hip hop,rap,,,
florida rap,g6,hip hop,rap,,,
gangster rap,g6,hip hop,rap,,,
german alternative rap,g6,hip hop,rap,alternative,,
german cloud rap,g6,hip hop,rap,,,
german underground rap,g6,hip hop,rap,,,
greek underground rap,g6,hip hop,rap,,,
houston rap,g6,hip hop,rap,,,
hungarian underground rap,g6,hip hop,rap,,,
j-rap,g6,hip hop,rap,,,
jazz rap,g6,hip hop,rap,,,
k-rap,g6,hip hop,rap,,,
london rap,g6,hip hop,rap,,,
malay rap,g6,hip hop,rap,,,
melodic rap,g6,hip hop,rap,,,
meme rap,g6,hip hop,rap,,,
military rap,g6,hip hop,rap,,,
new jersey rap,g6,hip hop,rap,,,
new orleans rap,g6,hip hop,rap,,,
norwegian pop rap,g6,hip hop,rap,,,
nyc rap,g6,hip hop,rap,,,
oc rap,g6,hip hop,rap,,,
old school rap francais,g6,hip hop,rap,,,
ottawa rap,g6,hip hop,rap,,,
philly rap,g6,hip hop,rap,,,
pinoy alternative rap,g6,hip hop,rap,,,
pittsburgh rap,g6,hip hop,rap,,,
polish alternative rap,g6,hip hop,rap,,,
pop rap brasileiro,g6,hip hop,rap,,,
proto-rap,g6,hip hop,rap,,,
rap,g6,hip hop,rap,,,
rap algerien,g6,hip hop,rap,,,
rap angolano,g6,hip hop,rap,,,
rap antillais,g6,hip hop,rap,,,
rap baiano,g6,hip hop,rap,,,
rap baixada fluminense,g6,hip hop,rap,,,
rap calme,g6,hip hop,rap,,,
rap cearense,g6,hip hop,rap,,,
rap chileno,g6,hip hop,rap,,,
rap conciencia,g6,hip hop,rap,,,
rap conscient,g6,hip hop,rap,,,
rap criolo,g6,hip hop,rap,,,
rap cristiano,g6,hip hop,rap,,,
rap df,g6,hip hop,rap,,,
rap dominicano,g6,hip hop,rap,,,
rap espanol,g6,hip hop,rap,,,
rap feminino nacional,g6,hip hop,rap,,,
rap francais,g6,hip hop,rap,,,
rap inde,g6,hip hop,rap,,,
rap ivoire,g6,hip hop,rap,,,
rap kreyol,g6,hip hop,rap,,,
rap latina,g6,hip hop,rap,,,
rap lyonnais,g6,hip hop,rap,,,
rap maroc,g6,hip hop,rap,,,
rap marseille,g6,hip hop,rap,,,
rap metal,g6,hip hop,rap,metal,,
rap metal espanol,g6,hip hop,rap,,,
rap mineiro,g6,hip hop,rap,,,
rap montrealais,g6,hip hop,rap,,,
rap nacional antigo,g6,hip hop,rap,,,
rap napoletano,g6,hip hop,rap,,,
rap paraguayo,g6,hip hop,rap,,,
rap regio,g6,hip hop,rap,,,
rap sardegna,g6,hip hop,rap,,,
rap tico,g6,hip hop,rap,,,
rap tunisien,g6,hip hop,rap,,,
rap underground argentino,g6,hip hop,rap,,,
rap underground espanol,g6,hip hop,rap,,,
rap underground mexicano,g6,hip hop,rap,,,
rap uruguayo,g6,hip hop,rap,,,
rhode island rap,g6,hip hop,rap,,,
romanian rap,g6,hip hop,rap,,,
russian gangster rap,g6,hip hop,rap,,,
russian underground rap,g6,hip hop,rap,,,
sad rap,g6,hip hop,rap,,,
san antonio rap,g6,hip hop,rap,,,
san diego rap,g6,hip hop,rap,,,
scam rap,g6,hip hop,rap,,,
schweizer rap,g6,hip hop,rap,,,
scream rap,g6,hip hop,rap,,,
smutny rap,g6,hip hop,rap,,,
st louis rap,g6,hip hop,rap,,,
suomirap,g6,hip hop,rap,,,
swedish gangsta rap,g6,hip hop,rap,,,
swedish underground rap,g6,hip hop,rap,,,
tagalog rap,g6,hip hop,rap,,,
tamaulipas rap,g6,hip hop,rap,,,
texas latin rap,g6,hip hop,rap,,,
toronto rap,g6,hip hop,rap,,,
underground rap,g6,hip hop,rap,,,
viral rap,g6,hip hop,rap,,,
vlaamse rap,g6,hip hop,rap,,,
west coast rap,g6,hip hop,rap,,,
african reggae,g6,reggae,,,,
argentine reggae,g6,reggae,,,,
australian reggae fusion,g6,reggae,,,,
brazilian reggae,g6,reggae,,,,
crack rock steady,g6,reggae,,,,
czsk reggae,g6,reggae,,,,
deep ragga,g6,reggae,,,,
early reggae,g6,reggae,,,,
east coast reggae,g6,reggae,,,,
finnish reggae,g6,reggae,,,,
french reggae,g6,reggae,,,,
german reggae,g6,reggae,,,,
gospel reggae,g6,reggae,gospel,,,
indonesian reggae,g6,reggae,,,,
italian reggae,g6,reggae,,,,
j-reggae,g6,reggae,,,,
mento,g6,reggae,,,,
miami bass,g6,reggae,,,,
modern reggae,g6,reggae,,,,
nz reggae,g6,reggae,,,,
pinoy reggae,g6,reggae,,,,
polish reggae,g6,reggae,,,,
reggae,g6,reggae,,,,
reggae catala,g6,reggae,,,,
reggae en espanol,g6,reggae,,,,
reggae fusion,g6,reggae,,,,
reggae peruano,g6,reggae,,,,
reggae tico,g6,reggae,,,,
reggae tuga,g6,reggae,,,,
reggaeton,g6,reggae,,,,
reggaeton chileno,g6,reggae,,,,
reggaeton colombiano,g6,reggae,,,,
reggaeton cristiano,g6,reggae,,,,
reggaeton flow,g6,reggae,,,,
reggaeton mexicano,g6,reggae,,,,
rock steady,g6,reggae,,,,
roots reggae,g6,reggae,,,,
russian reggae,g6,reggae,,,,
samba reggae,g6,reggae,,,,
swedish reggae,g6,reggae,,,,
swiss reggae,g6,reggae,,,,
turkish reggae,g6,reggae,,,,
uk reggae,g6,reggae,,,,
virgin islands reggae,g6,reggae,,,,
west coast reggae,g6,reggae,,,,
acid rock,g6,rock,,,,
acoustic rock,g6,rock,,,,
action rock,g7,rock,,,rock,
african rock,g6,rock,,,,
album rock,g3,rock,,,,
alternative pop rock,g6,rock,alternative,,,
alternative rock,g7,rock,,,rock,alternative
alternative roots rock,g6,rock,,,,
american post-rock,g6,rock,,,,
anadolu rock,g6,rock,,,,
anime rock,g6,rock,,,,
argentine rock,g6,rock,,,,
art rock,g7,rock,,,rock,
australian alternative rock,g6,rock,alternative,,,
australian indie rock,g6,rock,indie,,,
australian rock,g6,rock,,,,
beatlesque,g7,rock,,,rock,
belarusian rock,g6,rock,,,,
belgian indie rock,g6,rock,indie,,,
belgian rock,g6,rock,,,,
boston rock,g6,rock,,,,
brazilian rock,g6,rock,,,,
british alternative rock,g6,rock,alternative,,,
british indie rock,g6,rock,indie,,,
british post-rock,g6,rock,,,,
britpop,g7,rock,,,,
bubblegrunge,g6,rock,,,,
bulgarian rock,g6,rock,,,,
cambodian rock,g6,rock,,,,
canadian post-rock,g6,rock,,,,
canadian rock,g6,rock,,,,
celtic rock,g6,rock,,,,
chilean rock,g6,rock,,,,
chinese indie rock,g6,rock,indie,,,
christian alternative rock,g6,rock,,,,
christian hard rock,g6,rock,,,,
christian rock,g6,rock,,,,
cinematic post-rock,g6,rock,,,,
classic canadian rock,g6,rock,,,,
classic danish rock,g6,rock,,,,
classic finnish rock,g6,rock,,,,
classic garage rock,g7,rock,,,rock,
classic greek rock,g6,rock,,,,
classic hungarian rock,g6,rock,,,,
classic j-rock,g6,rock,,,,
classic psychedelic rock,g6,rock,,,,
classic rock,g3,rock,,,,
classic russian rock,g6,rock,,,,
colombian rock,g6,rock,,,,
comedy rock,g6,rock,,,,
cosmic post-rock,g6,rock,,,,
country rock,g3,rock,country,,,
croatian rock,g6,rock,,,,
czech rock,g6,rock,,,,
d-beat,g6,rock,,,,
dance rock,g7,rock,,,,
danish alternative rock,g6,rock,alternative,,,
danish pop rock,g6,rock,,,,
danish rock,g6,rock,,,,
deathrock,g6,rock,,,,
deep christian rock,g6,rock,,,,
deep classic garage rock,g6,rock,,,,
deep psychobilly,g6,rock,,,,
deep punk rock,g6,rock,,,,
deep soft rock,g6,rock,,,,
dutch indie rock,g6,rock,indie,,,
dutch rock,g6,rock,,,,
ecuadorian alternative rock,g6,rock,alternative,,,
electronic rock,g6,rock,,,,
english indie rock,g6,rock,indie,,,
estonian rock,g6,rock,,,,
experimental rock,g7,rock,,,rock,experimental
faroese rock,g6,rock,,,,
finnish alternative rock,g6,rock,,,,
finnish hard rock,g6,rock,,,,
folk rock,g3,rock,folk,,,
folk rock italiano,g6,rock,,,,
french rock,g6,rock,,,,
funk rock,g6,rock,,,,
future rock,g6,rock,,,,
garage rock,g7,rock,,,rock,
garage rock revival,g6,rock,,,,
geek rock,g6,rock,,,,
german alternative rock,g6,rock,alternative,,,
german hard rock,g6,rock,,,,
german pop rock,g6,rock,,,,
german rock,g6,rock,,,,
glam rock,g7,rock,,,rock,
gothic rock,g6,rock,,,,
grunge,g6,rock,,,,
hard rock,g6,rock,,,,
hard rock brasileiro,g6,rock,,,,
hard rock mexicano,g6,rock,,,,
heartland rock,g7,rock,,,rock,
hong kong rock,g6,rock,,,,
hungarian rock,g6,rock,,,,
icelandic rock,g6,rock,,,,
idol rock,g6,rock,,,,
indian rock,g6,rock,,,,
indie garage rock,g6,rock,indie,,,
indie rock,g7,rock,indie,,rock,indie
indie rock italiano,g6,rock,indie,,,
indie rock mexicano,g6,rock,indie,,,
indie rock peruano,g6,rock,indie,,,
indie rockism,g6,rock,indie,,,
indonesian alternative rock,g6,rock,alternative,,,
indonesian indie rock,g6,rock,indie,,,
indonesian rock,g6,rock,,,,
industrial rock,g6,rock,industrial,,,
instrumental math rock,g6,rock,,,,
instrumental post-rock,g6,rock,,,,
instrumental rock,g7,rock,,,rock,
instrumental stoner rock,g6,rock,,,,
irish rock,g6,rock,,,,
israeli rock,g6,rock,,,,
italian pop rock,g6,rock,,,,
italian progressive rock,g6,rock,,,,
j-poprock,g6,rock,,,,
j-rock,g6,rock,,,,
japanese alternative rock,g6,rock,alternative,,,
japanese garage rock,g6,rock,,,,
japanese indie rock,g6,rock,indie,,,
japanese punk rock,g6,rock,,,,
kindie rock,g6,rock,,,,
kiwi rock,g6,rock,,,,
korean indie rock,g6,rock,indie,,,
latin rock,g6,rock,,,,
latvian rock,g6,rock,,,,
lithuanian rock,g6,rock,,,,
lovers rock,g6,rock,,,,
math rock,g6,rock,,,,
medieval rock,g6,rock,,,,
melodic hard rock,g6,rock,,,,
merseybeat,g7,rock,,,,
mexican classic rock,g6,rock,,,,
mexican rock,g6,rock,,,,
modern alternative rock,g7,rock,,,rock,alternative
modern country rock,g6,rock,,,,
modern folk rock,g6,rock,,,,
modern hard rock,g6,rock,,,,
modern rock,g7,rock,,,rock,
modern southern rock,g6,rock,,,,
noise rock,g6,rock,,,,
nordic post-rock,g6,rock,,,,
norwegian punk rock,g6,rock,,,,
norwegian rock,g6,rock,,,,
nu gaze,g7,rock,,,gaze,
panamanian rock,g6,rock,,,,
paraguayan rock,g6,rock,,,,
peruvian rock,g6,rock,,,,
piano rock,g6,rock,,,,
pinoy rock,g6,rock,,,,
pittsburgh rock,g6,rock,,,,
polish alternative rock,g6,rock,,,,
polish rock,g6,rock,,,,
pop rock,g6,rock,,,,
pop rock brasileiro,g6,rock,,,,
portuguese indie rock,g6,rock,indie,,,
portuguese rock,g6,rock,,,,
post-grunge,g6,rock,,,,
post-rock,g6,rock,,,,
progressive rock,g7,rock,,,rock,
psychedelic folk rock,g6,rock,,,,
psychedelic rock,g7,rock,,,rock,
psychobilly,g7,rock,,,,
pub rock,g7,rock,,,rock,
puerto rican rock,g6,rock,,,,
punk rock italiano,g6,rock,,,,
punk rock mexicano,g6,rock,,,,
rap rock,g6,rock,,,,
rock,g3,rock,,,,
rock alternatif francais,g6,rock,,,,
rock alternativo brasileiro,g6,rock,alternative,,,
rock alternativo espanol,g6,rock,alternative,,,
rock andaluz,g6,rock,,,,
rock baiano,g6,rock,,,,
rock brasiliense,g6,rock,,,,
rock catala,g6,rock,,,,
rock chapin,g6,rock,,,,
rock cristiano,g6,rock,,,,
rock drums,g6,rock,,,,
rock en espanol,g6,rock,,,,
rock gaucho,g6,rock,,,,
rock gospel brasileiro,g6,rock,,,,
rock independant francais,g6,rock,,,,
rock kapak,g6,rock,,,,
rock keyboard,g6,rock,,,,
rock mineiro,g6,rock,,,,
rock nacional,g6,rock,,,,
rock nacional brasileiro,g6,rock,,,,
rock nica,g6,rock,,,,
rock pernambucano,g6,rock,,,,
rock progressif francais,g6,rock,,,,
rock urbano mexicano,g6,rock,,,,
rock uruguayo,g6,rock,,,,
rock viet,g6,rock,,,,
romanian rock,g6,rock,,,,
roots rock,g3,rock,,,,
russian alternative rock,g6,rock,alternative,,,
russian folk rock,g6,rock,,,,
russian punk rock,g6,rock,,,,
russian rock,g6,rock,,,,
samba-rock,g6,rock,,,,
scottish indie rock,g6,rock,indie,,,
scottish rock,g6,rock,,,,
shoegaze,g7,rock,,,gaze,
sleaze rock,g6,rock,,,,
slovak rock,g6,rock,,,,
soft rock,g3,rock,,,,
south african rock,g6,rock,,,,
southern rock,g7,rock,,,rock,
space rock,g6,rock,,,,
spanish modern rock,g6,rock,,,,
spanish pop rock,g6,rock,,,,
spanish rock,g6,rock,,,,
stoner rock,g6,rock,,,,
suomi rock,g6,rock,,,,
swamp rock,g7,rock,,,rock,
swedish alternative rock,g6,rock,alternative,,,
swedish garage rock,g6,rock,,,,
swedish hard rock,g6,rock,,,,
swedish indie rock,g6,rock,indie,,,
swedish melodic rock,g6,rock,,,,
swedish stoner rock,g6,rock,,,,
swiss alternative rock,g6,rock,,,,
swiss rock,g6,rock,,,,
symphonic rock,g7,rock,,,rock,
taiwan rock,g6,rock,,,,
thai folk rock,g6,rock,,,,
thai indie rock,g6,rock,indie,,,
thai rock,g6,rock,,,,
trash rock,g6,rock,,,,
turkish alternative rock,g6,rock,,,,
turkish rock,g6,rock,,,,
uk noise rock,g6,rock,,,,
uk stoner rock,g6,rock,,,,
ukrainian rock,g6,rock,,,,
venezuelan rock,g6,rock,,,,
welsh rock,g6,rock,,,,
yacht rock,g7,rock,,,rock,
yugoslav rock,g6,rock,,,,
canadian rockabilly,g6,rock-and-roll,rockabilly,,,
japanese rockabilly,g6,rock-and-roll,rockabilly,,,
neo-rockabilly,g6,rock-and-roll,rockabilly,,,
rockabilly,g7,rock-and-roll,rockabilly,,,
rockabilly en espanol,g6,rock-and-roll,rockabilly,,,
traditional rockabilly,g6,rock-and-roll,rockabilly,,,
uk rockabilly,g6,rock-and-roll,rockabilly,,,
vintage rockabilly,g6,rock-and-roll,rockabilly,,,
austin singer-songwriter,g6,pop,singer-songwriter,,,
australian singer-songwriter,g6,pop,singer-songwriter,,,
belgian singer-songwriter,g6,pop,singer-songwriter,,,
british singer-songwriter,g6,pop,singer-songwriter,,,
canadian singer-songwriter,g6,pop,singer-songwriter,,,
danish singer-songwriter,g6,pop,singer-songwriter,,,
dutch singer-songwriter,g6,pop,singer-songwriter,,,
german singer-songwriter,g6,pop,singer-songwriter,,,
indian singer-songwriter,g6,pop,singer-songwriter,,,
irish singer-songwriter,g6,pop,singer-songwriter,,,
israeli singer-songwriter,g6,pop,singer-songwriter,,,
japanese singer-songwriter,g6,pop,singer-songwriter,,,
korean mask singer,g6,pop,singer-songwriter,,,
nashville singer-songwriter,g6,pop,singer-songwriter,,,
neo-singer-songwriter,g6,pop,singer-songwriter,,,
norwegian singer-songwriter,g6,pop,singer-songwriter,,,
nz singer-songwriter,g6,pop,singer-songwriter,,,
pinoy singer-songwriter,g6,pop,singer-songwriter,,,
scottish singer-songwriter,g7,pop,singer-songwriter,,,
singaporean singer-songwriter,g6,pop,singer-songwriter,,,
singer-songwriter,g3,pop,singer-songwriter,,,
swedish singer-songwriter,g6,pop,singer-songwriter,,,
taiwan singer-songwriter,g6,pop,singer-songwriter,,,
turkish singer-songwriter,g6,pop,singer-songwriter,,,
vietnamese singer-songwriter,g6,pop,singer-songwriter,,,
australian ska,g6,reggae,ska,,,
brazilian ska,g6,reggae,ska,,,
euroska,g6,reggae,ska,,,
japanese ska,g6,reggae,ska,,,
latin ska,g6,reggae,ska,,,
russian ska,g6,reggae,ska,,,
ska,g6,reggae,ska,,,
ska argentino,g6,reggae,ska,,,
ska chileno,g6,reggae,ska,,,
ska mexicano,g6,reggae,ska,,,
ska revival,g6,reggae,ska,,,
traditional ska,g6,reggae,ska,,,
afro soul,g6,r&b,soul,,,
bedroom soul,g6,r&b,soul,,,
brazilian soul,g6,r&b,soul,,,
british soul,g6,r&b,soul,,,
chicago soul,g6,r&b,soul,,,
classic soul,g5,r&b,soul,,,
deep soul house,g6,r&b,soul,house,,
deep southern soul,g6,r&b,soul,,,
finnish soul,g6,r&b,soul,,,
gospel soul,g6,r&b,soul,gospel,,
indie soul,g6,r&b,soul,indie,,
instrumental soul,g6,r&b,soul,,,
japanese soul,g6,r&b,soul,,,
memphis soul,g5,r&b,soul,,,
neo soul,g5,r&b,soul,,,
northern soul,g6,r&b,soul,,,
philly soul,g6,r&b,soul,,,
post-disco soul,g6,r&b,soul,,,
psychedelic soul,g6,r&b,soul,,,
retro soul,g6,r&b,soul,,,
smooth soul,g6,r&b,soul,,,
soul,g5,r&b,soul,,,
soul flow,g6,r&b,soul,,,
souldies,g6,r&b,soul,,,
southern soul,g5,r&b,soul,,,
swedish soul,g6,r&b,soul,,,
traditional soul,g6,r&b,soul,,,
vapor soul,g6,r&b,soul,,,
wassoulou,g6,r&b,soul,,,
electro swing,g6,jazz,swing,,,
greek swing,g6,jazz,swing,,,
swing,g1,jazz,swing,,,
swing italiano,g6,jazz,swing,,,
swing revival,g6,jazz,swing,,,
vintage swing,g6,jazz,swing,,,
western swing,g6,jazz,swing,,,
acid techno,g6,edm,techno,,,
ambient techno,g7,edm,techno,,ambient,techno
berlin minimal techno,g6,edm,techno,,,
bleep techno,g6,edm,techno,,,
dark techno,g6,edm,techno,,,
deep minimal techno,g6,edm,techno,,,
destroy techno,g6,edm,techno,,,
detroit techno,g6,edm,techno,,,
dub techno,g7,edm,techno,dub,,techno
french techno,g6,edm,techno,,,
german techno,g6,edm,techno,,,
hardcore techno,g7,edm,techno,,,techno
italian techno,g6,edm,techno,,,
minimal techno,g7,edm,techno,,,techno
proto-techno,g6,edm,techno,,,
scottish techno,g6,edm,techno,,,
spanish techno,g6,edm,techno,,,
techno,g6,edm,techno,,,
techno kayo,g6,edm,techno,,,
ambient trance,g6,edm,trance,ambient,,
bubble trance,g6,edm,trance,,,
dark psytrance,g6,edm,trance,,,
deep uplifting trance,g6,edm,trance,,,
dream trance,g6,edm,trance,,,
dutch trance,g6,edm,trance,,,
german trance,g6,edm,trance,,,
progressive psytrance,g6,edm,trance,,,
progressive trance,g6,edm,trance,,,
psychedelic trance,g6,edm,trance,,,
trance,g6,edm,trance,,,
trance brasileiro,g6,edm,trance,,,
uplifting trance,g6,edm,trance,,,
vocal trance,g6,edm,trance,vocal,,
arab trap,g6,hip hop,trap,,,
atl trap,g6,hip hop,trap,,,
australian trap,g6,hip hop,trap,,,
balkan trap,g6,hip hop,trap,,,
bass trap,g6,hip hop,trap,,,
christian trap,g6,hip hop,trap,,,
deep southern trap,g6,hip hop,trap,,,
detroit trap,g6,hip hop,trap,,,
dutch trap,g6,hip hop,trap,,,
electronic trap,g6,hip hop,trap,,,
finnish trap,g6,hip hop,trap,,,
german trap,g6,hip hop,trap,,,
greek trap,g6,hip hop,trap,,,
israeli trap,g6,hip hop,trap,,,
japanese trap,g6,hip hop,trap,,,
magyar trap,g6,hip hop,trap,,,
norwegian trap,g6,hip hop,trap,,,
pinoy trap,g6,hip hop,trap,,,
polish trap,g6,hip hop,trap,,,
rap catala,g6,hip hop,trap,,,
romanian trap,g6,hip hop,trap,,,
russian trap,g6,hip hop,trap,,,
south african trap,g6,hip hop,trap,,,
swedish trap,g6,hip hop,trap,,,
swiss trap,g6,hip hop,trap,,,
thai trap,g6,hip hop,trap,,,
trap,g6,hip hop,trap,,,
